movieId,title_cast,director,runtime,budget,plot_keywords
109256,Lam Ibrahim Dia|Illo Gaoudel|Damouré Zika,Lam Ibrahim Dia,110,NA,
109265,Patrick Fugit|Olivia Wilde|Deon Richmond|Tyler Francavilla|Nick Corirossi|Chris Weitz|Allison Weintraub|Fran Kranz|J.D. Walsh|Gary Lundy|Reid Scott|Genevieve Padalecki|Danny Kanamori|Robert Ben Garant|Thomas Lennon,Scott Lew,79,"$1,000,000",college campus|orgasm|fraternity|toga party
109267,Trevor Duke-Moretz|Kimberly J. Brown|Richard Tyson|Sarah Aldrich|Christopher Shyer|Andrew Bowen|Sarah Christine Smith|Jason Alan Smith|Adam Grimes|Robin Sydney|Adam Hendershott|Clint Howard|Martin Dorsla|Jennifer Roa|Walter Perez,Lance W. Dreesen,95,NA,fellatio|tape over mouth|stepfather stepson relationship|submissive wife
109269,Ted Dwane|Ben Lovett|'Country' Winston Marshall|Marcus Mumford|Aaron Embry|Alex Ebert|Christian Letts|Jade Castrinos|Josh Collazo|Nico Aglietti|Nora Kirkpatrick|Orpheo McCord|Stewart Cole|Walker Teret|Ketch Secor,Ted Dwane,98,NA,train|bluegrass|usa|concert
109277,Harman Baweja|Priyanka Chopra|Boman Irani|Archana Puran Singh|Amman Batala|Matt Connelly|Matt Dean|Kurush Deboo|Leah Marie East|Candida Fernadies|Felix Harris-Evans|Hartley Jackson|Karan Veer Mehra|Victoria Morgan|Mike Rann,Harry Baweja,180,"$8,000,000",love|robot|time machine|scientist
109280,Christine Barnes|Hoselito Bite|Walter Bonatti|Marco Confortola|Pat Falvey|Niall Foley|Stefan Grossniklaus|Pasang Lama|Tshering Lama|J.J. McDonnell|Hristo Mitzkov|Johannes Moser|Lars Nessa|Damien O'Brien|Lochlann O'Mearáin,Mark Monroe,95,"$1,000,000",mountain|k2|mountaineer|man versus nature
109282,Emily Dole|Dee Booher|Angelina Altishin|Jeanne Basone|Dawn Rice|Lorilyn Palmer|Armando Guerrero|Cheryl Rusa|Andrea Baird|Steve Blance|Lynn Braxton|Johnny Cafarella|Trish Casella|Matt Cimber|Ray Combs,Bradford Thomason,76,NA,
109284,Mister Basquali|Paul Blackthorne,Paul Blackthorne,100,NA,politics|americana|road trip
109287,Akiji Kobayashi|Susumu Kurobe|Hiroko Sakurai|Akihiko Hirata|Bin Furuya|Sandayû Dokumamushi|Susumu Fujita|Masaya Nihei,Mamoru Sasaki,79,NA,supernatural power|kaiju|alien|monster
109290,NA,NA,NA,NA,NA
109295,Alice Eve|Ursula Parker|Logan Marshall-Green|Sarah Sokolovic|Ashlie Atkinson|Robin Lord Taylor|Bryan Cranston|Dylan Chalfy|Eleni Lucas|Marceline Hugot|Erin Cummings|Leo Fitzpatrick|Robert Prescott|Stephen Sheffer|Chazz Menendez,Tze Chun,90,NA,motel owner|motel|prostitutes|prostitution
109313,Gad Elmaleh|Alain Chabat|Claude Brasseur|Roschdy Zem|Catherine Frot|Julien Courbey|Arié Elmaleh|Yacine Mesbah|Micheline Presle|Jacques Sereys|Michaël Youn|Stéphane Boucher|Olivia Dessolin|Anne Marivin|Jean-Paul Comart,Merzak Allouache,105,NA,bar|immigrant|reference to the virgin mary|pigalle
109315,Selton Mello|Luana Piovani|Vladimir Brichta|Maria Manoella|Fernanda Torres|Paulo Betti|Maria Luísa Mendonça|Thelmo Fernandes|Mário Tati|Danni Carlos|Karina Bacchi|Lúcio Mauro|Marcelo Adnet|Fernanda Badaue|Marly Bueno,Cláudio Torres,105,NA,madness|platonic|brazilian romcom|sex
109317,Tyler Labine|Damon Wayans Jr.|Hayes MacArthur|Thomas Middleditch|Amanda Lund|Frankie Shaw|Wyatt Oleff|Kathy Bell Denton|Brian Huskey|Greg Germann|Lauren Miller Rogen|Brett Gelman|Ginger Gonzaga|Lucy Punch|Vivian Bang,Rob Pearlstein,87,NA,date|male female relationship|group|picnic
109319,Ryô Tomioka|Kaho|Shingo Ishikawa|Shogo Narita|Kanji Tsuda|Susumu Terajima|Tomorô Taguchi|Kenjirô Ishimaru|Megumi Kobayashi|Kenji Motomiya|Tetsu Watanabe|Keenan Cromshaw|Himawari Ono,Ryuta Tasaki,96,NA,gamera|internet hoax|giant tortoise|kaiju
109321,Jean Barney|Chloé Berthier|JB Blanc|Steve Blum|Julien Bouanich|Colin DePaula|Serge Faliu|Wayne Grayson|Jason Griffith|Thierry Jahn|Christopher Kromer|Jean-François Laguionie|Adrien Larmande|Gary Littman|Mary Elizabeth McGlynn,Nicky Baker,NA,NA,talking to the audience|breaking the fourth wall by talking to the audience|high society|lost in forest
109323,Jan-Willem Breure|Dick Swaab|Corine de Ruiter|Savannah van Zweeden|Oprah Winfrey|Britney Spears|Henny Kreeft|Marthijn Uittenbogaard|Lily Aldridge|Lily Cole|Lindsay Ellingson|Erin Heatherton|Doutzen Kroes|Madonna|Jessica Simpson,Jan-Willem Breure,70,"EUR4,000",feminist film theory|jew|female on male rape|misandry
109325,Tilda Swinton,Simon Armitage,NA,NA,sustainable development|community action|climate change|environmental destruction
109330,Anna Paquin|Chevez Ezaneh|August Schellenberg|Duane Howard|Aidan Quinn|Colm Feore|Fred Thompson|Nathan Lee Chasing His Horse|Wayne Charles Baker|Brian Stollery|Shaun Johnston|Gordon Tootoosis|Billy Merasty|Morris Birdyellowhead|Eddie Spears,Daniel Giat,133,NA,reservation|massacre|lakota tribe|based on novel
109351,Christy Carlson Romano|Ross Thomas|Scott Thompson Baker|Kayla Carlson|Kim Kindrick|Stepfanie Kramer|Erik Aude|Oksana Baiul|Matt Gallant|Sharon Carz|Natasha Kuchiki|Faune Chambers Watkins|Tom Dugan|Rebecca Grant|Jack Haley,Dan Berendsen,98,"$3,000,000",ice skating|skateboarding|figure skating|competition
109353,NA,NA,NA,NA,NA
109355,NA,NA,NA,NA,NA
109357,Joseph Fiennes|Carrie-Anne Moss|Blythe Danner|Robert Wagner|Jonathan Groff|Mike O'Malley|Sarah Paulson|Christopher Egan|Jake Cherry|Dot-Marie Jones|Alexandra Billings|Niecy Nash|Jessica Lowndes|Susan Chuang|Philip Moon,Brad Falchuk,67,NA,transsexual|failed pilot|unaired episode|transgender parent
109359,Pier-Gabriel Lajoie|Walter Borden|Katie Boland|Yardly Kavanagh|Marie-Hélène Thibault|Shawn Campbell|Jean-Alexandre Létourneau|Dana Wright|Brian D. Wright|Nastassia Markiewicz|Patricia Wilson|Martin Stone|Adam Capriolo|Paul Stewart|Louis Negin,Bruce La Bruce,82,"CAD2,000,000",male nudity|gerontophilia|full frontal male nudity|male frontal nudity
109362,Lei Hao|Hao Qin|Xi Qi|Feng Zu|Yawen Zhu|Fangyuan Chang|Yanlin Du|Yihang Liu|Longgang Yu|Ying Qu|Shi'ai Ji,Ye Lou,98,NA,double life|police investigation|flashback|affair
109364,NA,NA,NA,NA,NA
109366,François Cluzet|Bouli Lanners|Corinne Masiero|Juana Acosta|Johan Libéreau|Mireille Franchino|Stéphan Wojtowicz|Jean-Claude Lecas|Eric Bernard|Karim Leklou|Jean-Michel Correia|Mohamed Makhtoumi|Christelle Bornuat|Lionnel Astier|Mehdi Nebbou,Philippe Godeau,102,NA,female nudity|topless female nudity|bedroom|downward spiral
109368,Gabriel Bartalos|Howard Berger|Steve Biodrowski|Alex Brewer|Everett Burrell|John Carpenter|Gino Crognale|Frank Darabont|Jake Garber|Ian Grant|Laurie Holden|Chela Johnson|Robert Kirkman|John Landis|Mike McCarty,Donna Davies,NA,NA,special effects
109370,Magic Johnson|Larry Bird|Steve Springer|Evelyn Johnson|George Fox|Bryant Gumbel|Rick Robey|Mark Bird|Jim Jones|Bill Russell|Jerry West|Charles Pierce|Cedric 'Cornbread' Maxwell|Michael Cooper|Arsenio Hall,Aaron Cohen,NA,NA,rivalry|nba|retrospective|seven word title
109372,Kevin Hart|Michael Ealy|Regina Hall|Joy Bryant|Christopher McDonald|Adam Rodriguez|Joe Lo Truglio|Paula Patton|Terrell Owens|Catherine Shu|David Greenman|Bryan Callen|Paul Quinn|Hailey Boyle|Selita Ebanks,Leslye Headland,100,"$12,500,000",sexual perversity in chicago|about last night|bedroom|hug
109374,Ralph Fiennes|F. Murray Abraham|Mathieu Amalric|Adrien Brody|Willem Dafoe|Jeff Goldblum|Harvey Keitel|Jude Law|Bill Murray|Edward Norton|Saoirse Ronan|Jason Schwartzman|Léa Seydoux|Tilda Swinton|Tom Wilkinson,Stefan Zweig,99,"$25,000,000",hotel|lobby boy|prison escape|first person narration
109376,Ben Radcliffe|Ian McShane|Isabella Steinbarth|Brandon Robinson|Louis Kyriacou|Kieran Gaffney|Nick Frost|Steve Oram|Chris O'Dowd|Alexandra Roach|Rashida Jones|Olivia Colman|Janine Wood|Rory Kinnear|Tim Plester,Jon Brown,98,NA,salsa|dancer|female boss|new boss
109379,Cuba Gooding Jr.|Dennis Haysbert|George Dick|Thurston Hill III|J.D. Walsh|Rachae Thomas|Derrick L. McMillon|LisaGay Hamilton|Richard T. Jones|Meakil Bell|Lyn Alicia Henderson|Carlton Byrd|Kevin Hendricks|Malcolm M. Mays|Hammerton Killick,Jake Goldberger,100,NA,
109381,Martta Kontula|Kaarlo Kytö|Kosti Elo|Aili Tikka|Elna Hellman|Vappu Elo|Hemmo Airamo|Ture Junttu|Eero Leväluoma|Väinö Luutonen|Eero Roine|Juhani Turunen|Saimi Vuolle,Roland af Hällström,89,NA,
109383,Alisa Becher|Jc Cain|Dexter Jones|Namik Minter|Terence Nance|Talibah Lateefah Newman|Chanelle Aponte Pearson,Terence Nance,84,NA,
109385,Brandon Darby|Scott Crow|Lisa Fithian|Caroline Heldman|Michael May|David Hanners|Rafael Siegel|Michael T Stewart,Jamie Meltzer,81,NA,
109388,Jane Adams|Sophia Takal|Kent Osborne|Larry Fessenden|David Siskind|Lindsay Burdge|Ti West|Susan Traylor|Lawrence Michael Levine|Simon Barrett|Allison Baar,Joe Swanberg,79,NA,aspiring actress|beach house|middle age crisis|stand up paddle surfing
109390,Fan Liao|Lun-Mei Kwei|Xuebing Wang|Jingchun Wang|Ailei Yu|Jingyang Ni,Yi'nan Diao,110,NA,ice skate|ice rink|ice block|ice
109392,Xiaodong Guo|Suzhen Han|Zhiyou Han|Junjun Huang|Lu Huang|Xuan Huang|Dan Jiang|Ting Mei|Huaipeng Mu|Hao Qin|Suyu Wang|Zhihua Wang|Lei Zhang|Zhigang Zhao,Xiaodong Guo,114,NA,massage parlor|massage|blind|disappearance
109397,Spencer Rocco Lofranco|Mary-Louise Parker|Ving Rhames|James Woods|Taissa Farmiga|Rosa Salazar|Michael Trotter|Ben Rosenfield|Taboo|Aaron Opara|Keon Clayton|R. Emery Bright|Ken Arnold|Joe Ordaz|Kellyn Rogers,Lane Shadgett,109,"$4,000,000",hooded sweatshirt|cell phone|watching tv|gun pointed at someone's neck
109399,Sara Malakul Lane|Erin O'Brien|Steve Hanks|Andray Johnson|Jennifer Robyn Jacobs|Samantha Cardona|Robert Sisko|Cynthia Dallas|Bill Devlin|Marguerite Nocera|Barrett Perlman|Laura Alexandra Ramos|Christabel Rivero|Tammy Klein|David Brite,Jared Cohn,90,NA,female removes her clothes|female pubic hair|female rear nudity|sexploitation
109416,Christina Milian|Vanessa Born|Gabrielle Dennis|Christopher Shazar|David Starzyk|Laura Cerón|Brandon Gonzales|Holland Roden|Rachele Brooke Smith|Meagan Holder|Cody Longo|Nikki SooHoo|Britt Logan|Carlos Diaz|Jessica Martinez,Elena Song,102,NA,sexy legs|creamy legs|sleepover|slumber party
109418,NA,NA,NA,NA,NA
109420,Larry the Cable Guy|Owen Wilson|Michael Wallis|Bonnie Hunt|Paul Newman|Cheech Marin|Paul Dooley,Dan Scanlon,7,NA,character name as title|four word title|anthropomorphism|light
109423,Patton Oswalt|Peter Sohn|Lou Romano|Tony Russel|Sigmund Vik|Jim Capobianco,Jim Capobianco,11,NA,rat|ship|flea|europe
109425,Bob Peterson|Delroy Lindo|Jerome Ranft,Ronnie Del Carmen,5,NA,cgi animation|bird|birthday|dog
109430,Ann Petrén|Malin Buska|Gustaf Skarsgård|Johan Widerberg|Peter Andersson|Mariah Kanninen|David Dencik|Fredric Gildea|Hanna Malmberg|Anna Azcárate|Antony Castle|Marek Chodor|Stefan Cronwall|Åsa Eek Engquist|Anna-Lena Erlandson,Björn Runge,97,NA,male rear nudity|male nudity|male frontal nudity|female nudity
109434,Charisma Carpenter|Paul Sculfor|Ricci Harnett|Ty Glaser|Justin Hawkins|Richard Raynesford|Sean Chapman|Bernard Kay|Katrena Rochell|Darren Bransford|Slaine Kelly|Josh Myers|Sarah Briggs|Alexander Ellis|Neil McCaul,Reg Traviss,89,"$1,200,000",psychotronic film|downward spiral|year 1992|1990s
109436,Henrik Rafaelsen|Egil Birkeland|Kim Eidhagen|Solvei Grimen Fosse|Aslag Guttormsgaard|Erik Haugstad|Janne Heltberg|Kristine Hessvik|Per Kjerstad|Elisabeth Lahr|Polly Lahr|Ina Lerner Grevstad|Anne Ma Usterud|Terje Ranes|Tore Sagen,Martin Lund,75,NA,locker room|male nudity|male frontal nudity|thirty something
109441,Marcela Valencia|Blas Jaramillo|Lucia Rengifo|Isabel Gaona|Damián Alcázar|Teresa Gutiérrez|Clara Samper|María Cecilia Sánchez|Hernán Méndez|Marcela Mar|Carlos Alberto Jiménez|Inés Correa|Andrés Parra|Diego Vásquez|Alejandro Sepulveda,Andrés Baiz,95,NA,
109444,NA,Heidi Ewing,38,NA,Documentary
109446,Raizô Ichikawa|Sô Yamamura|Shiho Fujimura|Mikiko Tsubouchi|Tomisaburô Wakayama|Eijirô Tôno|Shigeru Amachi|Tomo'o Nagai|Tatsuya Ishiguro|Kinshirô Matsumoto|Kei Yamamoto|Sônosuke Sawamura|Fujio Suga|Saburô Date|Shinobu Araki,Satsuo Yamamoto,93,NA,ishikawa goemon|ninja|second part|sequel
109448,NA,NA,NA,NA,NA
109450,NA,NA,NA,NA,NA
109452,Adam Bakri|Leem Lubany|Waleed Zuaiter|Samer Bisharat|Eyad Hourani|Mousa Habiib Allah|Doraid Liddawi|Adi Krayem|Foad Abed-Eihadi|Essam Abu Aabed|Anna Maria Hawa|Ziad Jarjoura|Wafaa Aon|Jehad Abu Assal|May Jabareen,Hany Abu-Assad,98,"$2,100,000",male nudity|west bank|marriage proposal|unwanted pregnancy
109455,Alia Bhatt|Randeep Hooda|Durgesh Kumar|Pradeep Nagar|Saharsh Kumar Shukla|Hemant Mathur|Shakeel Khan|Mohit Choudhary|Reuben Israel|Arjun Malhotra|Naina Trivedi|Mohd. Kaif|Samar Mudasir Bakshi|Pinu Verma|Misha Bhalla,Imtiaz Ali,133,NA,mountain|abduction|bollywood|self discovery
109457,Sasson Gabai|Baya Belal|Myriam Tekaïa|Gassan Abbas|Khalifa Natour|Lotfi Abdelli|Ulrich Tukur|Khaled Riani|Uri Gabay|Ido Shaked|Thierry Lopez|Zohar Wexler|Maurad Saad|Khereddine Ennasri|David Leguesse,Sylvain Estibal,NA,"EUR4,574,488",palestinian|pig|israeli soldier|fisherman
109459,Carl Lumbly|Dulé Hill|Victoria Dillard|Shelley Robertson|Monique Coleman|Kimberly Elise|RaéVen Kelly|Rosalyn Coleman|Jameelah Nuriddin|Monica Calhoun|Malaika Jabali|Erika L. Heard|Kiara Tucker|Denice Sealy|Niaja Cotton,Johnny E. Jensen,92,NA,flashback|family relationships|racism|african american
109461,Dany Boon|Kad Merad|Alice Pol|Jean-Yves Berteloot|Judith El Zein|Valérie Bonneton|Marthe Villalonga|Bruno Lochet|Jérôme Commandeur|Jonathan Cohen|Warren Zavatta|Stéphane De Groodt|Etienne Chicot|Guy Lecluyse|Gudule Zuyten,Dany Boon,107,NA,hypochondriac|friend|doctor|brother sister relationship
109463,Celso Franco|Víctor Sosa|Lali Gonzalez|Nico García|Paletita|Manu Portillo|Mario Toñanez|Nelly Davalos|Roberto Cardozo|Jin Hyuk Johnny Kim|Luis Gutiérrez|Liliana Alvarez|Katia García|Atil Closs|Junior Rodriguez,Tana Schémbori,105,NA,delivery|market|wheelbarrow|f rated
109468,Max Boublil|Aïssa Maïga|Patrick Timsit|Chantal Lauby|Redouanne Harjane|Naidra Ayadi|Philippe Lefebvre|Steve Tran|Lionnel Astier|Stéphane Bissot|Idriss Roberson|Marie-Christine Adam|Isabelle Tanakil|Jean-Michel Lahmi|Frédéric Gorny,Nicolas Cuche,99,"EUR18,000,000",
109470,Alain Chabat|Max Boublil|Sandrine Kiberlain|Mélanie Bernier|Arié Elmaleh|Elisa Sednaoui|Alban Lenoir|François Dunoyer|Nicolas Briançon|Mélusine Mayance|Iggy Pop|Patrick Bruel|Kheiron|Darius Kehtari|Jean-Philippe Puymartin,Anthony Marciano,95,"EUR8,300,000",story continued during end credits|underage girl|nudity|husband wife relationship
109472,Elijah Wood|John Cusack|Kerry Bishé|Tamsin Egerton|Allen Leech|Don McManus|Alex Winter|Dee Wallace|Jim Arnold|Jack Taylor|Beth Rollan|Amy Gwilliam|Harris Gordon|Ricardo Alexander|Brendan Murphy,Damien Chazelle,90,NA,breaking a leg|2010s|concert pianist|piano player
109474,Raizô Ichikawa|Kôjirô Hongô|Tamao Nakamura|Fujiko Yamamoto|Kenji Sugawara|Jun Negami|Ryûzô Shimada|Toshio Chiba|Saburo Niwamata|Chishû Ryû|Michiko Ai|Reiko Fujiwara|Yôichi Funaki|Yoichi Mashio|Yoshindo Yamaji,Teinosuke Kinugasa,NA,NA,first part|swordplay|historical event
109476,Raizô Ichikawa|Kôjirô Hongô|Tamao Nakamura|Fujiko Yamamoto|Yutaka Nakamura|Akihiko Katayama|Reiko Fujiwara|Tokiko Mita|Mieko Kondô,Kaizan Nakazato,90,NA,literary adaptation|chambara|part of trilogy|second part
109479,Raizô Ichikawa|Tamao Nakamura|Katsuhiko Kobayashi|Kôjirô Hongô|Hajime Mitamura|Saburo Niwamata|Ryûzô Shimada|Mieko Kondô|Hiroko Yajima|Michiko Ai|Akiko Inoue|Kimiko Tachibana|Yoichi Mashio|Shinobu Araki|Bontarô Miake,Teinosuke Kinugasa,100,NA,part of trilogy|third part|sequel|swordplay
109481,NA,NA,NA,NA,NA
109483,Zac Efron|Miles Teller|Michael B. Jordan|Imogen Poots|Mackenzie Davis|Jessica Lucas|Addison Timlin|Josh Pais|Evelina Turen|Karen Ludwig|Tina Benko|Joseph Adams|Lola Glaudini|John Rothman|Barbara Garrick,Tom Gormican,94,"$8,000,000",male objectification|male nudity|nudity|male rear nudity
109485,Skylan Brooks|Ethan Dizon|Jennifer Hudson|Adewale Akinnuoye-Agbaje|Jordin Sparks Thomas|Julito McCullum|Anthony Mackie|Jeffrey Wright|Kenneth Maharaj|Nikkieli DeMone|Joseph Adams|Kate Buddeke|Joey Auzenne|Adriane Lenox|Kate Geller,Michael Starrbury,108,NA,
109487,Ellen Burstyn|Matthew McConaughey|Mackenzie Foy|John Lithgow|Timothée Chalamet|David Oyelowo|Collette Wolfe|Francis X. McCarthy|Bill Irwin|Anne Hathaway|Andrew Borba|Wes Bentley|William Devane|Michael Caine|David Gyasi,Jonathan Nolan,169,"$165,000,000",astronaut|saving the world|relativity|gravity
109489,Neve Campbell|Noam Jenkins|Jilon VanOver|Christian Campbell|Irone Singleton|Alec McClure|Linda Kash|Mary Krohnert|C. Thomas Howell|R.D. Reid|Patrick Garrow|Richard Blackburn|Duane Murray|Billy MacLellan|Brad Borbridge,Mark Malone,85,NA,tape over mouth|amish|murder|serial killer
109492,Benjamin Murmelstein|Claude Lanzmann,Claude Lanzmann,220,"EUR2,500,000",theresienstadt|adolf eichmann|jew|nazi
109514,Noriko Nakagoshi|Arata Furuta|Eriko Hatsune|Yuka Itaya|Naoko Ôtani|Aki Fukada|Toshinobu Matsuo|Shion Machida,Ataru Oikawa,94,NA,darkness|suicide|ghost|horror movie remade
109516,Mischa Barton|Julianne Michelle|Rebecca De Mornay|Corey Sevier|Madison McAleer|Gordon Masten|Grace Savage|John Diehl|Kathleen Mackey|Katherine Cleland|Jessica Malka|Antoine Yared,Kei Ôishi,85,"$5,000,000",ghost|apartment|suicide|supernatural horror
109520,NA,NA,NA,NA,NA
109522,Rachel Shelley|Clint Dyer|David Baker|David Bowie|Graham Bryan|Vincent Davies|Jamie Draven|Goldie|Andrew Goth|Paul Hawkyard|Kevin John Harvey|Paul Courtenay Hyu|Doreen Ingleton|Chooye Bay|Carl Learmond,Andrew Goth,97,NA,tied to a chair|gangster|gangster's moll|bound and gagged
109524,NA,NA,NA,NA,NA
109526,Regina King|Imani Hakim|Sydney Mikayla|Brian Tee|David Haydn-Jones|S. Epatha Merkerson|Gabby Douglas|Jai Jai Jones|CindyMarie Small|Sarah Surh|Meghan Boulanger|Kristen Harris|Dean Armstrong|Ciara Alexys|Riele Downs,Maria Nation,86,NA,pulled hamstring|gymnastics|olympics|competition
109529,Boogie|Martha Cooper|Bruce Davidson|Elliott Erwitt|Jill Freedman|Bruce Gilden|Max Kozloff|Rebecca Lepkoff|Mary Ellen Mark|Jeff Mermelstein|Joel Meyerowitz|Clayton Patterson|Ricky Powell|Luc Sante|Jamel Shabazz,Cheryl Dunn,83,NA,Documentary|Biography
109533,NA,NA,NA,NA,NA
109542,Bill Maher|Linda Doucett,Bill Maher,60,NA,president|wisecrack|broadway|new york
109556,Maureen MacDonald|Bill Maher|Cait Mathis,Bill Maher,79,NA,stand up|stand up special|stand up comedy|tv special
109563,Jason Michas|Andrew Francis|Scott McNeil|Lee Tockar|Christopher Gaze|Kathleen Barr|Dale Wilson|Michael Dobson|Trevor Devall|Lesley Ewen|Chiara Zanni|Doc Harris,Terry Shakespeare,NA,"$5,200,000",supernatural power|2000s|island|fictional island
109565,Liisa Kokko|Kalervo Koski|Maija|Mami|Eero Sinikannel,Martti Saarikivi,44,"FIM65,815",female rear nudity|erotica|boat|wave
109567,NA,NA,NA,NA,NA
109569,Kevin Costner|Amber Heard|Hailee Steinfeld|Connie Nielsen|Tómas Lemarquis|Richard Sammel|Marc Andréoni|Bruno Ricci|Jonas Bloquet|Eriq Ebouaney|Joakhim Sigue|Alison Valence|Big John|Michaël Vander-Meiren|Paolo Calia,Adi Hasak,117,"$28,000,000",spy|violence|leather dress|femme fatale
109571,NA,NA,15,NA,Documentary|Short|Adventure
109573,Guy Marchand|Françoise Fabian|Sabrina Seyvecou|Yannick Renier|François Négret|Catherine Mouchet|Sandrine Dumas|Pierre-Loup Rajot|Nicole Maufrais|Serge Maufrais|Léa Henry|Maxim Henry|Julia Housard de la Potterie|Eric Larzat,Olivier Ducastel,NA,NA,secret|funeral|grandfather|bereavement
109576,Jean-Claude Van Damme|Adam Brody|Rob Huebel|Megan Boone|Kristen Schaal|Dennis Haysbert|Aaron Takahashi|Eric Edelstein|Juan C. Defendini|Zev Glassenberg|Tommy Kavelin|Michael J. Morris|Teeadora Paz|Robert Peters|John Piñero,Jeff Kauffmann,95,"$3,500,000",tropical island|female frontal nudity|stranded|rescue
109578,Liam Neeson|Julianne Moore|Scoot McNairy|Michelle Dockery|Nate Parker|Corey Stoll|Lupita Nyong'o|Omar Metwally|Jason Butler Harner|Linus Roache|Shea Whigham|Anson Mount|Quinn McColgan|Corey Hawkins|Frank Deal,John W. Richardson,106,"$50,000,000",die hard scenario|passenger|mind game|deception
109580,Jennifer Ellis|Steve Coogan|Nick Hopper|Paul Popplewell|Imogen Poots|Anna Friel|Jim Clubb|Sarah Lou|Emma Williamson|Stephen Fry|Raymond Waring|Kieran O'Brien|Shirley Henderson|Frankie Thomson|Jennifer Gardiner,Matt Greenhalgh,101,NA,strip club|dancer|bare bottom|strip club owner
109592,Christopher Gaze|Michael Dobson|Paul Dobson|Tabitha St. Germain|Brian Drummond|Trevor Devall|Alessandro Juliani|Gerard Plunkett|Lee Tockar,Terry Shakespeare,NA,"$5,000,000",
109594,Christopher Gaze|Brian Drummond|Trevor Devall|Paul Dobson|Tabitha St. Germain|Alessandro Juliani|Kathleen Barr|French Tickner|Scott McNeil,Terry Shakespeare,NA,NA,
109596,Tacho González|Álvaro Guevara|Mabel Rivera|Raúl Dans|Montse Davila|Charo Díaz|Isabel Vallejo|Carolina Vázquez|Xermana Carballido|Paco M. Barreiro|Ana Maciñeiras|Charo Pena|Xabier Perdiz|Antonio Rey|Miguel López Varela,Rosanna Cecchini,89,"EUR2,000,000",friendship|joy ride|rest home|bell tower
109598,NA,NA,NA,NA,NA
109600,Anthony 'Treach' Criss|Warren Derosa|Sung Hi Lee|Janet Carroll|Leo Lee|Charles Rahi Chun|Brian Fitzpatrick|Jack Conley|David Basila|David Frye|John P. Gulino|Lovake Heyer|Brett A. Jones|Delaney Barr|Cathy Shim,Joe Halpin,NA,"$10,000,000",terrorist|martial arts|united nations|die hard scenario
109602,Natsuki Katô|Kazuki Alex Kato|Kei Akazawa|Kon Arimura|Niclas Ericsson|Lily Franky|Hide Fukumoto|Bin Furuya|Jon Heese|Haruka Inoue|Jun'ichi Inoue|Maiko Kawamura|Eiichi Kikuchi|Takeshi Kitano|Shôken Kunimoto,Masakazu Migita,98,NA,kaiju|summit|japan|hokkaido
